Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,PRE_Q15,PRE_Q15CF,PRE_Q12,PRE_Q12CF,PRE_Q13,PRE_Q13CF,PRE_Q14,PRE_Q14CF,PRE_Q26,PRE_Q26CF,PRE_Q27,PRE_Q27CF,PRE_Q23,PRE_Q23CF,PRE_Q28,PRE_Q28CF,PRE_Q19,PRE_Q19CF,PRE_Q3,PRE_Q3CF,PRE_Q16,PRE_Q16CF,PRE_Q10,PRE_Q10CF,PRE_Q11,PRE_Q11CF,PRE_Q33,PRE_Q33CF,PRE_Q34,PRE_Q34CF,PRE_REPEAT,PRE_WHYREPEAT,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_DL_1,PRE_ATT_DL_2,PRE_ATT_DL_3,PRE_ATT_DL_4,PRE_ATT_DL_5,PRE_ATT_SC_1,PRE_ATT_SC_2,PRE_ATT_SC_3,PRE_ATT_SC_4,PRE_ATT_SC_5,PRE_LK1,PRE_LK2,PRE_LK5,PRE_ANX#1_1,PRE_ANX#1_2,PRE_ANX#1_3,PRE_ANX#1_4,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_5_TEXT,PRE_MAJOR_NEW_1,PRE_MAJOR_NEW_2,PRE_MAJOR_NEW_3,PRE_MAJOR_NEW_4,PRE_MAJOR_NEW_5,PRE_MAJOR_NEW_6,PRE_MAJOR_NEW_7,PRE_MAJOR_NEW_8,PRE_MAJOR_NEW_9,PRE_MAJOR_NEW_10,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_1,PRE_RACE_2,PRE_RACE_3,PRE_RACE_4,PRE_RACE_5,PRE_RACE_6,PRE_RACE_7,PRE_DIS_1,PRE_DIS_2,PRE_DIS_3,PRE_DIS_4,PRE_USEDU,PRE_EFFORT,SC0
100,630,1,9/6/18 19:44,R_SUimxSRbDIscTGV,1,3,3,3,3,2,2,3,2,2,2,2,1,3,1,3,2,2,2,2,1,3,3,2,2,1,2,2,2,3,2,,1,1,2,0,4,4,4,4,4,4,4,4,4,4,1,3,2,2,1,2,2,,,1,,,,,,2,,,,,,,,,,,1,,1,,,,,,,,2,2,,,,1,,,,,,,,1,2,4
16,336,0,9/6/18 19:44,R_3ixui2TOsTQOMwV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,610,1,9/6/18 19:45,R_ZCDkBZcsOWQpmyl,3,3,3,3,1,3,2,2,2,4,1,3,2,3,3,2,2,3,2,4,2,4,3,1,3,1,3,2,4,4,2,,3,3,1,0,3,3,3,3,2,2,2,1,3,2,3,3,2,2,2,2,3,,1,1,,,1,,,2,,,1,,,,,,,,,1,,1,,1,,1,,,2,1,,1,,,,,,,,,1,1,5,8
100,615,1,9/6/18 19:45,R_2YD43mgaJPia9CC,3,3,3,4,3,2,3,3,2,3,2,1,3,3,1,3,2,4,2,3,2,3,3,1,2,1,3,4,4,2,2,,5,3,2,3,2,2,3,2,2,3,4,1,3,2,3,3,3,2,3,4,3,,1,,,1,,,,2,,,,,,,,1,,,,,,1,,,,,,,2,2,,,1,,,,,,,,,1,5,8
100,714,1,9/6/18 19:46,R_2wv5x5Y7P7HJ2PR,3,3,3,3,3,2,3,2,2,4,3,1,3,2,2,2,3,3,2,3,3,1,3,3,2,2,1,2,2,2,2,,1,1,1,0,3,4,4,4,3,3,4,4,3,3,2,2,3,3,1,2,3,,1,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,2,2,1,1,1,,,,,,,,,1,2,6
100,707,1,9/6/18 19:47,R_zfhiSkIHoxHFnKp,3,2,3,3,4,2,3,2,2,1,2,1,3,2,4,1,2,2,3,3,1,2,2,2,1,2,2,1,2,1,2,,1,4,2,0,4,4,3,4,4,4,4,4,4,4,3,3,2,4,2,1,3,,1,,,,,,,3,,,,,,,,,,,1,1,1,1,,,,,,,2,2,,1,,1,,,,,,,,1,3,6
16,162,0,9/6/18 19:48,R_3iDzd9JybFuwy7y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,861,1,9/6/18 19:48,R_1MMQi4Ag5QJ3PMh,1,3,3,2,3,2,1,1,2,3,4,2,2,2,2,3,3,1,2,2,2,2,3,2,2,2,2,1,3,1,2,,1,3,2,0,3,4,3,2,3,4,4,4,4,4,3,2,2,3,4,3,3,,1,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,2,2,,,,1,,,,,,,,1,4,5
100,890,1,9/6/18 19:49,R_3pnlbHVafutRWEA,1,1,4,3,4,1,4,1,2,3,2,2,2,2,2,2,2,3,2,3,2,3,3,2,1,2,2,2,3,2,2,,3,1,0,0,1,4,1,1,1,4,4,1,4,4,1,3,2,3,3,1,3,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,1,,2,2,1,,,,,,,,,,,1,3,7
100,908,1,9/6/18 19:51,R_2eWqaYyAixxm1IS,2,3,3,3,2,3,3,3,2,3,3,4,2,3,2,2,2,4,2,3,2,3,4,3,1,3,3,3,4,2,2,,1,1,1,1,1,3,2,2,1,4,4,2,4,3,3,3,3,2,1,1,1,,1,,,,,,,1,,1,,1,,,,,,,,1,1,,,,,,,,2,3,,,1,,,,,,,,1,1,5,11
100,1010,1,9/6/18 19:51,R_3e4gGZ3r9FkhnD8,1,4,3,3,4,3,3,2,2,4,3,1,1,4,1,3,4,2,2,4,2,4,2,4,2,1,3,4,4,3,2,,1,5,2,0,1,3,2,3,4,2,3,1,2,3,3,2,2,1,2,1,3,,1,,,,,,,2,,,,,,,,1,,,,1,1,1,,,,,,,2,1,1,,,,,,,,,,,1,5,8
100,1072,1,9/6/18 19:51,R_2v6zYvcpC3yWVds,3,4,3,4,3,3,4,3,2,4,3,4,4,3,4,2,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,4,1,1,2,2,1,1,1,3,3,3,3,3,2,3,3,2,2,1,2,,1,,,,,,,3,,1,,,,,,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,1,4,13
100,1093,1,9/6/18 19:52,R_vYKeq0YCtwF4xK9,3,4,3,4,3,1,3,1,2,4,3,1,4,2,4,4,2,4,2,4,2,4,2,4,1,4,3,3,4,4,2,,3,3,1,1,3,3,2,3,4,3,4,4,3,3,2,2,2,3,2,2,3,,1,,,,,,,1,,1,,,,,,,,,,1,1,1,1,,,,,,2,1,,,1,1,,,,,,,,1,4,12
100,929,1,9/6/18 19:52,R_1eJfZ27qFHsSvEY,1,2,3,2,1,2,1,2,2,2,3,2,3,2,1,1,2,2,3,2,2,3,4,2,2,2,1,1,3,2,2,,1,1,2,0,2,4,2,3,3,3,4,3,3,3,2,2,3,1,1,2,2,,,,,,,1,teacher told us to,3,,1,,,,,,,,,,1,1,,,1,,1,,,2,2,,,1,1,,,,1,1,1,,1,3,5
100,1085,1,9/6/18 19:52,R_2WAL8RlMgAwexIs,3,2,3,4,2,1,3,1,2,4,3,3,4,2,3,2,2,4,2,4,2,3,3,3,2,2,3,4,4,4,2,,3,3,1,1,2,2,1,2,2,3,4,2,3,4,3,3,2,3,4,2,2,,1,,,,,,,2,,,,,,,,,,,1,1,1,1,,1,,,,,2,2,,,1,,,,,,,,,1,3,11
100,1187,1,9/6/18 19:54,R_wYPNwF7K34OtESR,1,2,3,3,4,2,4,2,2,3,1,3,4,3,2,4,2,3,2,4,2,4,2,3,1,3,3,4,4,3,2,,1,5,2,1,3,3,1,2,4,2,3,1,2,2,3,3,3,2,2,1,2,,1,1,,,,,,2,,1,,,,,,,,,,1,,,1,,,,,,1,2,,,1,,,,,,,,,1,5,12
100,1257,1,9/6/18 19:55,R_2fHY6ArktFkKmpa,1,3,3,4,3,2,3,2,2,3,3,3,4,2,1,4,4,2,3,2,2,4,2,3,2,1,3,4,4,2,2,,3,4,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,3,1,2,1,,1,,,,,,,3,,,,,,,,1,,,,1,1,1,1,,,,,,2,2,,,1,,,,,,,,,2,2,8
100,1216,1,9/6/18 19:55,R_2e57foKsLfXnuiM,3,3,3,4,2,4,4,3,2,4,3,4,4,4,3,4,2,4,2,4,2,4,2,4,1,4,3,4,4,3,2,,5,4,3,2,1,1,1,1,1,1,1,1,2,1,4,4,2,1,1,1,1,,1,,,,,,,3,,,,,,,,1,,,,,,1,,,,,,,2,2,,,1,,,,,1,1,1,,1,4,14
100,1314,1,9/6/18 19:56,R_1pRNAnQwhrufap3,2,2,3,3,4,1,4,1,2,3,3,1,3,1,4,2,2,3,2,2,2,3,3,3,2,1,3,3,4,3,2,,1,5,1,2,3,3,2,2,4,4,4,4,4,4,2,2,1,4,2,1,3,,1,,,,,,,2,,1,,,,,,,,,,1,1,,1,,,,,,2,2,,1,,,,,,,,,,1,5,9
100,1190,1,9/6/18 19:56,R_10IQ2OiJYk1gZ6C,3,4,5,4,2,3,4,1,1,3,3,2,4,3,2,3,2,3,2,3,2,4,2,4,1,3,4,1,3,2,2,,2,5,1,1,4,4,1,4,4,4,4,3,4,4,3,3,2,3,2,1,1,,1,,,,,,,3,,,,,,,,1,,,,,,1,,,,,,,2,1,1,,,,,,,,,,,1,3,11
100,1280,1,9/6/18 19:56,R_VPTDZ0kbPk5C3Hb,3,3,3,3,3,2,3,1,1,3,2,1,1,3,3,1,2,3,2,3,2,3,3,2,2,1,3,3,4,3,2,,1,3,1,1,1,4,3,2,3,2,4,2,2,3,2,3,3,3,3,3,3,,1,,,,,,,3,,1,,,,,,,,,,1,1,1,1,1,,,,,2,1,,1,,,,,,,,,1,1,3,7
100,1178,1,9/6/18 19:57,R_1I9LcwtueZpsImD,3,4,3,4,3,3,3,4,2,4,3,4,4,4,4,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,3,2,1,1,1,1,1,1,1,1,2,2,2,4,4,4,1,2,1,2,,,1,,,,,,2,,,,,,1,,,,,,1,1,1,1,,,,,,2,2,,1,,,,,,,,1,1,1,5,12
100,1394,1,9/6/18 19:57,R_e5JJ5FqNowyJns5,3,2,3,3,4,2,1,2,2,3,3,1,3,2,2,3,2,3,1,3,2,3,2,2,2,1,3,3,4,3,2,,3,5,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,1,2,2,,1,1,,,,,,2,,,,,,,,1,,1,,1,1,1,,,,,,,2,2,,1,,,,,,,,,,1,5,10
100,1189,1,9/6/18 19:59,R_O11KPYVH47rbOzD,3,4,3,4,2,4,4,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,3,3,1,1,3,2,1,1,2,2,1,2,2,4,4,4,1,1,1,1,1,1,,,,,,,2,,,,,,,,1,,,,1,,,1,,,,,,2,1,,,,,,1,,,,,,1,5,15
100,1470,1,9/6/18 19:59,R_1FOE6TMulyeh9sZ,1,2,3,3,3,2,3,2,2,3,3,1,4,2,4,3,2,3,2,4,2,2,2,3,1,4,3,4,3,4,2,,4,4,3,2,2,3,2,2,3,3,3,2,4,3,3,3,2,3,3,1,1,,1,,,1,,,,2,,1,,,,,,,,,,1,1,1,1,,,,,,2,2,,,,1,,,,,,,,1,4,10
100,1532,1,9/6/18 20:00,R_1F9Zq623u7aFWdJ,3,4,4,3,1,3,3,3,2,4,3,2,3,1,4,3,2,3,2,4,2,4,4,2,3,2,4,2,4,3,2,,3,3,2,1,2,3,2,3,3,3,4,4,3,4,2,3,3,4,3,3,1,,1,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,2,2,,,1,,,,,,,1,,1,4,7
100,1682,1,9/6/18 20:01,R_2D2EzfoC6lZ0faF,3,4,3,4,2,3,3,3,2,4,3,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,4,3,1,2,2,1,2,1,3,3,2,3,3,3,4,3,3,3,1,2,,1,,,,,,,3,,1,,,,,,,,,,1,,,1,,,,,,2,2,,,1,,,,,,1,1,,1,5,13
51,781,0,9/6/18 20:02,R_33pQcXLkO80PLAt,3,3,3,3,2,3,4,3,,,,,,,2,3,2,3,2,3,2,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
100,870,1,9/6/18 20:29,R_3mfz6z3a57rMURy,3,3,3,3,1,3,4,2,2,3,2,2,3,2,3,2,4,3,2,3,1,3,2,3,1,3,3,3,4,3,2,,1,1,2,1,3,3,2,3,2,3,3,3,4,4,3,3,2,2,3,2,2,,1,1,,,,,,2,,1,,,,,,,,,,1,1,,1,,,,,,2,2,,,1,,,,,,,,,1,4,9
16,31,0,9/6/18 20:32,R_27I0nvufDHtudcF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,1867,1,9/6/18 20:40,R_OOvyyOr6x7WSlrP,2,3,3,3,3,2,4,2,2,4,3,1,1,3,2,4,2,4,2,3,2,3,1,1,3,2,3,3,4,4,2,,1,3,2,0,2,3,2,1,2,1,4,1,1,1,3,3,3,2,3,1,1,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,2,2,1,,,,,,,,,,,1,4,10
100,3392,1,9/6/18 21:08,R_2wKtjSDflvoaB7a,1,4,3,4,2,4,3,4,2,4,2,3,4,3,2,2,3,3,2,4,2,4,1,3,1,3,1,2,1,2,2,,3,1,2,1,2,2,1,2,2,3,3,2,2,3,3,4,3,2,1,1,3,1,,,,,,,,4,,,,1,,,,,,,,1,,1,,,,,,,2,1,,,,1,,,,,,,,1,5,8
100,931,1,9/6/18 21:14,R_1gSWCQmhNCVPkgM,1,2,3,3,1,3,3,2,2,4,3,2,4,3,3,1,2,4,3,3,2,4,,1,1,1,1,1,2,2,2,,4,1,3,0,1,3,2,2,3,4,4,2,1,4,3,3,2,3,4,2,4,1,,,,,,,,4,,,,,1,,,,,,,1,1,1,1,1,,,,,2,2,,,1,,,,,,,,,1,3,7
23,99,0,9/6/18 21:53,R_2doIWYqlngBn9ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,466,1,9/6/18 22:23,R_AjRkh2aBiiVuaAx,3,4,3,3,2,3,3,1,3,3,3,1,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,1,3,1,2,,4,1,3,2,1,3,3,2,1,2,2,2,2,2,3,3,3,3,3,2,2,1,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,1,3,8
100,710,1,9/6/18 22:42,R_3Ptc2AaHycKLsC6,2,4,4,3,4,3,3,2,2,4,4,1,2,1,3,2,4,2,3,3,3,3,4,2,2,3,2,2,4,2,2,,1,1,2,2,2,1,4,2,3,3,3,1,3,4,1,2,1,2,2,3,3,1,1,,,,,,,2,,1,,,,,,,,,,1,1,,,1,,,,,2,1,,,,1,,,,,,,,1,5,2
100,749,1,9/6/18 22:43,R_2TMBk9xTIaxRRX5,1,2,3,3,4,2,3,1,2,3,3,1,2,1,3,1,2,3,3,3,2,3,3,1,3,1,3,1,2,1,2,,1,1,1,1,3,4,3,3,4,4,4,4,4,4,3,3,2,4,4,1,1,,1,1,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,2,1,,,1,,,,,,,,,2,3,6
100,547,1,9/6/18 22:43,R_26gTpfVJiEzRsqA,2,3,2,1,1,1,1,1,3,1,2,1,3,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,3,1,2,,1,1,2,1,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,4,4,,1,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,,,,,1,3,4
100,768,1,9/6/18 22:43,R_2fg3lN1aIMvDYlK,2,2,3,4,4,3,3,1,2,3,3,2,1,4,3,1,3,2,2,3,3,1,2,1,3,1,2,1,3,1,2,,1,1,1,1,3,4,3,2,4,4,4,3,4,4,3,3,3,3,2,3,3,,1,,,,,,,2,,1,,,,,,,,,,1,1,,,,,,,,2,2,,,,1,,,,,,,1,1,2,5
100,874,1,9/6/18 22:44,R_yNHjuBB0S1QdgZz,2,1,4,2,2,1,2,1,1,4,3,1,4,2,2,1,1,4,1,4,2,1,1,2,2,1,2,1,3,1,2,,1,1,3,1,3,1,1,2,3,3,1,2,3,4,2,3,2,2,4,3,1,,1,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,2,2,,1,,,,,,,,,,1,1,5
50,589,0,9/6/18 22:45,R_28YfAJfRmY6aj2x,3,4,3,4,1,4,1,3,2,4,1,4,1,3,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
100,705,1,9/6/18 22:45,R_eJvQw8EeVWA0Qq5,1,3,2,2,1,3,1,2,1,2,2,2,1,3,2,2,2,3,2,3,3,1,2,2,2,2,3,2,3,2,2,,1,1,1,0,4,4,4,4,4,4,3,3,4,4,1,2,2,2,3,2,2,,1,,,,,,,2,,,1,,,,,,,,,1,1,1,,1,1,,,,2,2,,1,1,1,,,,,,,,1,2,5
100,893,1,9/6/18 22:47,R_22ry8K4Lmoe71cm,2,4,4,3,3,3,5,1,2,4,2,1,3,3,3,2,2,1,2,2,2,2,,4,4,1,1,1,3,2,2,,1,2,2,1,1,1,1,3,1,3,2,1,3,4,2,3,2,1,1,3,4,,,1,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,2,2,1,,,,,,,,,1,,1,2,4
100,1085,1,9/6/18 22:48,R_1doxhK1PgY52xjH,3,3,3,3,3,1,3,2,2,4,2,2,2,1,3,1,2,4,2,4,2,4,2,2,1,3,2,2,4,4,2,,3,3,2,1,2,3,1,2,2,4,3,3,3,4,3,3,2,2,3,1,3,,1,1,1,,,,,2,,1,,,,,,,,,,1,1,,1,,,1,,,2,2,,,1,,,,,,,,,1,3,9
100,1075,1,9/6/18 22:48,R_zTjUCPiz9gvtHRn,1,1,1,4,2,3,2,3,1,3,2,3,2,3,3,3,3,3,1,4,3,3,1,2,2,3,3,3,2,3,2,,2,1,3,1,3,3,3,4,4,4,4,4,4,4,2,3,2,2,2,3,1,,1,,,,,,,2,,1,,,,,,,,,,1,1,1,,1,,,,,2,1,,,1,,,,,,,,1,1,3,2
100,1096,1,9/6/18 22:49,R_10oNicik8uBzyTD,1,2,3,2,4,2,3,2,2,4,3,2,1,2,3,2,3,2,2,2,2,3,,2,4,2,3,2,2,2,2,,2,4,2,1,3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,3,2,,1,1,,,,,,2,,,,,,,,,,,1,,,1,,,,1,,,2,1,,1,,,,,,,,,,1,3,6
100,1112,1,9/6/18 22:50,R_1HnOUt1SN93bX7t,3,3,2,2,2,2,3,2,2,3,3,2,1,1,2,3,2,3,2,3,2,3,4,2,2,2,3,3,4,3,2,,5,4,2,3,2,3,1,1,3,1,3,1,1,2,3,3,2,1,2,1,1,,1,1,,1,,,,3,,,,,,1,,,,,,1,1,1,1,,,,,,2,2,,1,,,,,,,,,,1,5,10
100,1235,1,9/6/18 22:50,R_sYvOJbDhcYR3tnz,1,2,4,3,3,2,3,2,4,3,2,1,4,3,2,3,3,3,2,3,2,3,2,3,1,3,3,3,4,3,2,,5,4,3,1,1,3,1,1,3,3,3,1,1,4,3,3,4,2,1,1,3,,1,1,,,,,,2,,1,,,,,,,,,,1,1,,1,,,,,,2,1,,,,1,,,,,,,,1,4,8
100,1178,1,9/6/18 22:51,R_3qxRWA0QLGVCuZ8,1,1,3,3,1,2,3,1,2,4,2,2,2,1,2,1,2,3,3,1,2,1,4,1,2,1,4,2,4,2,2,,3,2,1,1,3,3,2,4,4,2,3,2,3,4,1,1,1,1,2,2,3,,1,1,1,,,,,2,,,,,,,,,,,1,1,,,1,1,,,,,2,2,,,1,,,,,,,,,1,3,6
100,1331,1,9/6/18 22:52,R_1jpHNZtzwCan6Qx,2,3,5,4,4,4,3,3,2,4,1,3,2,2,1,2,2,3,2,4,2,4,,1,1,3,2,2,3,1,2,,1,2,3,2,2,3,1,2,3,4,4,3,2,4,3,3,1,3,1,1,1,,1,1,,,1,,,2,,,1,,,,,,,,,,,1,,,,,,,2,2,1,,,,,,,1,1,1,,1,3,5
100,1159,1,9/6/18 22:53,R_2zTFGsCG8Zb87Zy,3,4,2,4,1,3,4,4,1,4,4,3,1,3,4,4,2,4,2,4,2,4,2,4,1,4,3,3,4,4,2,,3,1,3,3,2,3,4,2,3,4,3,3,3,3,3,4,3,2,2,1,3,,1,1,,1,,,,2,,,1,,,,,,,,,1,1,1,1,,,,,,2,1,,,1,,,,,,,,1,1,4,9
100,1151,1,9/6/18 22:53,R_SNTCwPeQxP8ymE9,3,4,2,3,2,1,1,2,2,4,3,4,4,3,1,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,3,2,2,0,2,2,2,3,4,3,4,4,3,4,3,4,4,1,4,1,4,,1,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,2,2,,,,1,,,,,,,,1,2,12
100,1243,1,9/6/18 22:53,R_3PzAJw9qsQIiGR9,3,4,3,3,2,3,4,3,2,4,3,4,4,4,2,3,2,4,2,4,2,3,3,4,2,3,3,4,4,4,2,,3,3,1,2,2,3,1,3,2,3,4,3,3,4,3,3,4,2,1,1,3,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,2,3,,,1,,,,,,,1,,1,4,13
100,1375,1,9/6/18 22:53,R_3CVMA5lkqYXERXJ,3,4,3,4,4,2,4,1,2,4,1,2,2,1,2,4,2,3,2,4,2,4,2,3,1,3,3,3,4,3,3,,4,4,1,1,2,1,1,2,2,3,3,3,3,3,3,3,3,2,3,1,1,,1,,,,,,,2,,,,,,,,,,1,,1,1,1,1,1,,1,,,2,1,1,,,1,,,,,,1,,1,4,12
100,657,1,9/6/18 22:54,R_1f25u4htMSVNpf6,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,1,3,1,3,2,3,2,3,2,2,2,2,2,3,2,2,,1,5,2,2,4,4,2,4,4,4,2,2,4,4,1,2,2,4,3,4,4,,1,,,,,,,3,,1,,,,,,,,,,1,,,,,,,,,2,2,,,1,,,,,,,,1,2,5,2
100,1368,1,9/6/18 22:55,R_2X5uyZNH693sI84,3,4,3,3,2,1,2,1,2,4,4,2,2,1,2,4,3,1,3,4,3,2,2,1,2,1,3,4,4,4,2,,1,1,1,0,2,1,3,3,2,2,3,3,3,3,3,3,4,2,3,4,4,,1,,,,,,,5,5th year,,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,,,,,,,,1,5,8
100,1028,1,9/6/18 22:57,R_27lkntn42bVDN4Q,3,4,4,4,2,3,3,3,2,4,3,3,3,4,2,2,4,2,2,3,3,4,2,4,1,4,3,2,4,4,2,,1,1,0,2,3,4,4,4,4,4,4,4,4,4,3,3,3,4,2,1,1,,1,,,,,,,3,,,,,,,,,,,1,1,,,1,1,,,,,2,1,,,1,,,,,,,,,1,4,10
100,1433,1,9/6/18 22:57,R_2rq4GJVqy5vsuAD,3,4,3,4,4,4,3,4,2,4,3,4,4,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,1,1,1,1,3,2,2,1,3,3,2,2,1,3,4,4,2,1,1,1,1,,1,1,,1,1,,,2,,,,,,,,1,,,,,,,,,,1,,,2,1,,,,,,1,,,,,,1,5,13
100,1549,1,9/6/18 22:57,R_21amNqPUmexzXVE,3,4,3,4,1,4,1,1,2,4,2,2,1,2,2,4,2,4,2,4,2,4,2,4,1,3,3,4,4,4,2,,3,3,2,0,2,4,3,3,4,2,3,3,2,3,3,3,3,2,2,2,2,,1,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,,2,2,,1,,,,,,,,,,1,4,11
100,1608,1,9/6/18 22:57,R_1I6IbnX2mMVFPRE,3,4,3,3,2,3,3,2,2,4,4,2,4,4,2,4,2,4,2,2,2,1,2,4,2,2,3,2,4,2,2,,3,2,1,1,2,3,2,3,2,3,3,2,3,3,4,4,3,1,2,3,1,,,1,,,,,,2,,,,,,,,1,,,,,1,,,,,,,,2,2,,,,,,,1,,,,,2,5,12
100,1620,1,9/6/18 22:57,R_10JCz8bqfcrjMLM,3,4,3,3,2,3,2,3,2,4,1,3,3,1,2,3,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,1,1,2,1,2,3,1,1,2,1,3,1,1,3,3,3,3,1,1,1,2,,1,,,,,,,2,,,,,,,,,,,1,1,1,1,,,,,,,2,1,,,,1,,,,,,,,1,5,12
100,1666,1,9/6/18 22:58,R_3HFgyPRXa4OdQ1y,3,4,3,4,1,4,1,4,2,4,3,4,1,3,2,4,2,3,2,4,2,4,2,4,1,4,3,4,4,4,2,,4,3,2,1,2,4,1,2,3,3,4,2,3,3,3,3,2,3,1,1,2,,1,1,,1,,,,2,,1,,,,,,,,,,,,,,,,1,,,2,2,,,,1,,,,,,,,1,3,12
100,1191,1,9/6/18 22:59,R_3DjpDaOpYoivY5L,3,4,3,3,2,1,5,1,2,4,3,1,3,2,2,4,3,1,2,4,2,3,2,4,2,2,3,4,4,3,2,,3,4,3,1,3,3,2,3,3,2,3,2,2,2,3,3,3,,,,,,1,,,,,,,2,,,,,,,,1,,,,1,,1,1,,,,,,2,1,1,,,1,,,,,,,,1,3,11
100,57741,1,9/6/18 23:00,R_12tCT9SYdwnLpKs,1,4,3,4,4,4,3,2,2,4,3,3,3,3,1,3,4,4,3,4,3,3,2,2,3,1,1,3,2,3,2,,2,1,2,0,2,3,2,1,1,3,4,2,2,2,3,3,1,2,1,2,1,1,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,2,2,,,1,1,,,,,,,,1,3,4
100,1277,1,9/6/18 23:02,R_pmAz2JpnSSSXy8x,2,4,4,3,3,1,3,1,1,4,2,1,1,1,3,1,3,1,2,3,2,3,,1,4,1,3,2,3,1,2,,2,1,2,1,3,3,1,3,4,3,2,1,1,2,3,3,2,1,1,3,3,1,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,2,2,,,,,,1,,,,,,1,3,3
100,1166,1,9/6/18 23:02,R_Rhu4Qom75ylXOrn,3,4,3,4,2,4,4,3,2,4,3,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,2,,5,5,2,1,2,3,2,2,1,2,2,2,2,2,4,4,3,,,,,,1,,,,,,,4,,,,,,,,1,,,,,1,,,,,,,,2,2,,1,,,,,,,,,,2,5,14
100,1533,1,9/6/18 23:06,R_1IMpcRQKc4jrZgv,3,3,3,4,2,3,4,3,2,4,3,4,4,3,2,4,2,4,2,4,2,4,2,4,1,4,3,1,4,2,2,,3,3,2,1,2,1,1,3,1,2,2,2,1,2,3,3,3,2,1,1,2,1,,,,,,,,2,,,,1,,,,,,,,1,1,1,1,,,,,,2,1,1,,1,,,,,,,,,1,5,15
